Episode,Env,TotalEnvInteracts,AvgEpRet,SurrObj,EntCoef,Seed
42,Humanoid-v2,688128,111.2800119535519,clipping,0.1,1
43,Humanoid-v2,704512,113.1546875,clipping,0.1,1
44,Humanoid-v2,720896,111.04540616485014,clipping,0.1,1
45,Humanoid-v2,737280,112.95829360263522,clipping,0.1,1
46,Humanoid-v2,753664,112.72400509323204,clipping,0.1,1
47,Humanoid-v2,770048,112.61774861878453,clipping,0.1,1
48,Humanoid-v2,786432,111.26455917462484,clipping,0.1,1
49,Humanoid-v2,802816,112.7954202586207,clipping,0.1,1
50,Humanoid-v2,819200,109.49298555107526,clipping,0.1,1
51,Humanoid-v2,835584,110.90043579931972,clipping,0.1,1
52,Humanoid-v2,851968,113.55632823365787,clipping,0.1,1
53,Humanoid-v2,868352,112.31418715612105,clipping,0.1,1
54,Humanoid-v2,884736,111.52212474385246,clipping,0.1,1
55,Humanoid-v2,901120,111.40424351092896,clipping,0.1,1
56,Humanoid-v2,917504,111.15270563692098,clipping,0.1,1
57,Humanoid-v2,933888,114.3444374127095,clipping,0.1,1
58,Humanoid-v2,950272,112.52978448275861,clipping,0.1,1
59,Humanoid-v2,966656,113.1257358033241,clipping,0.1,1
60,Humanoid-v2,983040,111.95184075342466,clipping,0.1,1
61,Humanoid-v2,999424,112.9695916781768,clipping,0.1,1
62,Humanoid-v2,1015808,113.6908077994429,clipping,0.1,1
63,Humanoid-v2,1032192,111.40918767029973,clipping,0.1,1
64,Humanoid-v2,1048576,113.49457465277777,clipping,0.1,1
65,Humanoid-v2,1064960,113.33324652777777,clipping,0.1,1
66,Humanoid-v2,1081344,113.92790551112657,clipping,0.1,1
67,Humanoid-v2,1097728,113.71618210306407,clipping,0.1,1
68,Humanoid-v2,1114112,114.8737271769663,clipping,0.1,1
69,Humanoid-v2,1130496,117.34132890961263,clipping,0.1,1
70,Humanoid-v2,1146880,115.12332981715893,clipping,0.1,1
71,Humanoid-v2,1163264,115.97816932624113,clipping,0.1,1
72,Humanoid-v2,1179648,116.83424107142856,clipping,0.1,1
73,Humanoid-v2,1196032,115.01943221830986,clipping,0.1,1
74,Humanoid-v2,1212416,112.32182771664374,clipping,0.1,1
75,Humanoid-v2,1228800,113.53368802011096,clipping,0.1,1
76,Humanoid-v2,1245184,114.70531644460029,clipping,0.1,1
77,Humanoid-v2,1261568,114.12121377444134,clipping,0.1,1
78,Humanoid-v2,1277952,114.55911421809256,clipping,0.1,1
79,Humanoid-v2,1294336,113.20498873092926,clipping,0.1,1
80,Humanoid-v2,1310720,112.49948347107438,clipping,0.1,1
81,Humanoid-v2,1327104,114.47903536414566,clipping,0.1,1
82,Humanoid-v2,1343488,115.32555393714689,clipping,0.1,1
83,Humanoid-v2,1359872,115.33241140691115,clipping,0.1,1
84,Humanoid-v2,1376256,115.46767013399153,clipping,0.1,1
85,Humanoid-v2,1392640,114.57697770979021,clipping,0.1,1
86,Humanoid-v2,1409024,116.0692391111898,clipping,0.1,1
87,Humanoid-v2,1425408,113.67014734005564,clipping,0.1,1
88,Humanoid-v2,1441792,116.70047253922966,clipping,0.1,1
89,Humanoid-v2,1458176,114.09283472803347,clipping,0.1,1
90,Humanoid-v2,1474560,115.1142097398031,clipping,0.1,1
91,Humanoid-v2,1490944,116.18727805397727,clipping,0.1,1
92,Humanoid-v2,1507328,114.6000306372549,clipping,0.1,1
93,Humanoid-v2,1523712,115.86431737588653,clipping,0.1,1
94,Humanoid-v2,1540096,113.22921355609418,clipping,0.1,1
95,Humanoid-v2,1556480,114.42388830532212,clipping,0.1,1
96,Humanoid-v2,1572864,113.10750561894882,clipping,0.1,1
97,Humanoid-v2,1589248,115.7218882602546,clipping,0.1,1
98,Humanoid-v2,1605632,117.33692387015782,clipping,0.1,1
99,Humanoid-v2,1622016,116.22768332741477,clipping,0.1,1
100,Humanoid-v2,1638400,115.70744680851064,clipping,0.1,1
101,Humanoid-v2,1654784,114.91004087552743,clipping,0.1,1
102,Humanoid-v2,1671168,114.45273109243698,clipping,0.1,1
103,Humanoid-v2,1687552,115.79495789007092,clipping,0.1,1
104,Humanoid-v2,1703936,114.70414545294943,clipping,0.1,1
105,Humanoid-v2,1720320,116.66127630171184,clipping,0.1,1
106,Humanoid-v2,1736704,114.80947155898876,clipping,0.1,1
107,Humanoid-v2,1753088,116.18815567211949,clipping,0.1,1
108,Humanoid-v2,1769472,115.08949665021157,clipping,0.1,1
109,Humanoid-v2,1785856,116.30018669985775,clipping,0.1,1
110,Humanoid-v2,1802240,116.81725008941345,clipping,0.1,1
111,Humanoid-v2,1818624,118.17700795947901,clipping,0.1,1
112,Humanoid-v2,1835008,118.07735729768787,clipping,0.1,1
113,Humanoid-v2,1851392,117.94530121026011,clipping,0.1,1
114,Humanoid-v2,1867776,119.33135736476608,clipping,0.1,1
115,Humanoid-v2,1884160,117.433908045977,clipping,0.1,1
116,Humanoid-v2,1900544,120.15225183823529,clipping,0.1,1
117,Humanoid-v2,1916928,120.70032494469027,clipping,0.1,1
118,Humanoid-v2,1933312,118.08460338277858,clipping,0.1,1
119,Humanoid-v2,1949696,119.29800410583941,clipping,0.1,1
120,Humanoid-v2,1966080,120.7945173816568,clipping,0.1,1
121,Humanoid-v2,1982464,118.51276344476744,clipping,0.1,1
122,Humanoid-v2,1998848,117.51573741007195,clipping,0.1,1
123,Humanoid-v2,2015232,119.96498715124817,clipping,0.1,1
124,Humanoid-v2,2031616,121.65241371268657,clipping,0.1,1
125,Humanoid-v2,2048000,120.06864414580265,clipping,0.1,1
126,Humanoid-v2,2064384,122.06508467440119,clipping,0.1,1
127,Humanoid-v2,2080768,123.49292140151515,clipping,0.1,1
128,Humanoid-v2,2097152,125.5218966679507,clipping,0.1,1
129,Humanoid-v2,2113536,123.91490677321157,clipping,0.1,1
130,Humanoid-v2,2129920,122.391554499247,clipping,0.1,1
131,Humanoid-v2,2146304,126.29995632763975,clipping,0.1,1
132,Humanoid-v2,2162688,126.958984375,clipping,0.1,1
133,Humanoid-v2,2179072,127.13813086854461,clipping,0.1,1
134,Humanoid-v2,2195456,125.16245900848766,clipping,0.1,1
135,Humanoid-v2,2211840,125.90648049301242,clipping,0.1,1
136,Humanoid-v2,2228224,124.728758640553,clipping,0.1,1
137,Humanoid-v2,2244608,125.74972227588871,clipping,0.1,1
138,Humanoid-v2,2260992,126.70207846573209,clipping,0.1,1
139,Humanoid-v2,2277376,125.16878858024691,clipping,0.1,1
140,Humanoid-v2,2293760,123.71834446564885,clipping,0.1,1
141,Humanoid-v2,2310144,124.05549856870229,clipping,0.1,1
142,Humanoid-v2,2326528,123.77330629770992,clipping,0.1,1
143,Humanoid-v2,2342912,125.79383006599379,clipping,0.1,1
144,Humanoid-v2,2359296,125.61792635658915,clipping,0.1,1
145,Humanoid-v2,2375680,127.04082582288402,clipping,0.1,1
146,Humanoid-v2,2392064,125.20510529366307,clipping,0.1,1
147,Humanoid-v2,2408448,126.76250244905957,clipping,0.1,1
148,Humanoid-v2,2424832,128.09948904028437,clipping,0.1,1
149,Humanoid-v2,2441216,128.8750499201278,clipping,0.1,1
150,Humanoid-v2,2457600,127.5843947472354,clipping,0.1,1
151,Humanoid-v2,2473984,126.49991455078126,clipping,0.1,1
152,Humanoid-v2,2490368,129.68856420272436,clipping,0.1,1
153,Humanoid-v2,2506752,127.48841679810725,clipping,0.1,1
154,Humanoid-v2,2523136,126.04920781493001,clipping,0.1,1
155,Humanoid-v2,2539520,129.09026116427432,clipping,0.1,1
156,Humanoid-v2,2555904,128.4956279809221,clipping,0.1,1
157,Humanoid-v2,2572288,131.69705567996743,clipping,0.1,1
158,Humanoid-v2,2588672,129.74461638621796,clipping,0.1,1
159,Humanoid-v2,2605056,131.71361788617887,clipping,0.1,1
160,Humanoid-v2,2621440,131.73280740212073,clipping,0.1,1
161,Humanoid-v2,2637824,130.38623991935484,clipping,0.1,1
162,Humanoid-v2,2654208,133.79139458955223,clipping,0.1,1
163,Humanoid-v2,2670592,131.90491398615634,clipping,0.1,1
164,Humanoid-v2,2686976,131.02508090614887,clipping,0.1,1
165,Humanoid-v2,2703360,131.04363136106625,clipping,0.1,1
166,Humanoid-v2,2719744,129.61362390350877,clipping,0.1,1
167,Humanoid-v2,2736128,132.08830415309447,clipping,0.1,1
168,Humanoid-v2,2752512,130.78849546370967,clipping,0.1,1
169,Humanoid-v2,2768896,130.02863331330127,clipping,0.1,1
170,Humanoid-v2,2785280,129.3507414410828,clipping,0.1,1
171,Humanoid-v2,2801664,131.51062348055106,clipping,0.1,1
172,Humanoid-v2,2818048,130.82870557350566,clipping,0.1,1
173,Humanoid-v2,2834432,130.84236391129033,clipping,0.1,1
174,Humanoid-v2,2850816,131.8228617086039,clipping,0.1,1
175,Humanoid-v2,2867200,131.82258638211383,clipping,0.1,1
176,Humanoid-v2,2883584,130.6414288585209,clipping,0.1,1
177,Humanoid-v2,2899968,127.30523767605634,clipping,0.1,1
178,Humanoid-v2,2916352,129.8815625,clipping,0.1,1
179,Humanoid-v2,2932736,132.5651424632353,clipping,0.1,1
180,Humanoid-v2,2949120,132.82476217266776,clipping,0.1,1
181,Humanoid-v2,2965504,131.9141893262987,clipping,0.1,1
182,Humanoid-v2,2981888,132.24826954397395,clipping,0.1,1
183,Humanoid-v2,2998272,135.22609452995007,clipping,0.1,1
184,Humanoid-v2,3014656,133.1666325695581,clipping,0.1,1
185,Humanoid-v2,3031040,132.72927712071777,clipping,0.1,1
186,Humanoid-v2,3047424,134.10314820544554,clipping,0.1,1
187,Humanoid-v2,3063808,136.47755872483222,clipping,0.1,1
188,Humanoid-v2,3080192,132.51445439739413,clipping,0.1,1
189,Humanoid-v2,3096576,132.3359375,clipping,0.1,1
190,Humanoid-v2,3112960,135.76179048414022,clipping,0.1,1
191,Humanoid-v2,3129344,136.53940388655462,clipping,0.1,1
192,Humanoid-v2,3145728,135.46565104166666,clipping,0.1,1
193,Humanoid-v2,3162112,133.91122627887788,clipping,0.1,1
194,Humanoid-v2,3178496,135.27560836106488,clipping,0.1,1
195,Humanoid-v2,3194880,135.11272878535775,clipping,0.1,1
196,Humanoid-v2,3211264,136.8716856060606,clipping,0.1,1
197,Humanoid-v2,3227648,135.17117421096344,clipping,0.1,1
198,Humanoid-v2,3244032,135.69096354166666,clipping,0.1,1
199,Humanoid-v2,3260416,137.81015227079797,clipping,0.1,1
200,Humanoid-v2,3276800,139.3033742495712,clipping,0.1,1
201,Humanoid-v2,3293184,138.53558879897784,clipping,0.1,1
202,Humanoid-v2,3309568,140.854012412892,clipping,0.1,1
203,Humanoid-v2,3325952,141.3226943597561,clipping,0.1,1
204,Humanoid-v2,3342336,141.09517911585365,clipping,0.1,1
205,Humanoid-v2,3358720,137.47769378194207,clipping,0.1,1
206,Humanoid-v2,3375104,137.59112808773423,clipping,0.1,1
207,Humanoid-v2,3391488,139.26911368534482,clipping,0.1,1
208,Humanoid-v2,3407872,137.17964770797963,clipping,0.1,1
209,Humanoid-v2,3424256,139.47846502590673,clipping,0.1,1
210,Humanoid-v2,3440640,141.57605899737302,clipping,0.1,1
211,Humanoid-v2,3457024,141.83890322934974,clipping,0.1,1
212,Humanoid-v2,3473408,136.7714281937394,clipping,0.1,1
213,Humanoid-v2,3489792,140.8311193379791,clipping,0.1,1
214,Humanoid-v2,3506176,143.40022440159575,clipping,0.1,1
215,Humanoid-v2,3522560,142.5444912918871,clipping,0.1,1
216,Humanoid-v2,3538944,144.20792410714284,clipping,0.1,1
217,Humanoid-v2,3555328,146.72220170454545,clipping,0.1,1
218,Humanoid-v2,3571712,147.66267201834862,clipping,0.1,1
219,Humanoid-v2,3588096,148.08275516055045,clipping,0.1,1
220,Humanoid-v2,3604480,147.38034163619744,clipping,0.1,1
221,Humanoid-v2,3620864,147.53552827380952,clipping,0.1,1
222,Humanoid-v2,3637248,146.08239150090415,clipping,0.1,1
223,Humanoid-v2,3653632,146.59045454545455,clipping,0.1,1
224,Humanoid-v2,3670016,147.251771023766,clipping,0.1,1
225,Humanoid-v2,3686400,148.08011049723757,clipping,0.1,1
226,Humanoid-v2,3702784,147.2363745429616,clipping,0.1,1
227,Humanoid-v2,3719168,147.28669724770643,clipping,0.1,1
228,Humanoid-v2,3735552,150.7330997889306,clipping,0.1,1
229,Humanoid-v2,3751936,149.41683608271376,clipping,0.1,1
230,Humanoid-v2,3768320,148.73844731977817,clipping,0.1,1
231,Humanoid-v2,3784704,149.86057019589552,clipping,0.1,1
232,Humanoid-v2,3801088,148.85764529520296,clipping,0.1,1
233,Humanoid-v2,3817472,149.73667793843285,clipping,0.1,1
234,Humanoid-v2,3833856,151.94873877599244,clipping,0.1,1
235,Humanoid-v2,3850240,151.86678875236294,clipping,0.1,1
236,Humanoid-v2,3866624,148.66409138170056,clipping,0.1,1
237,Humanoid-v2,3883008,150.14606610800746,clipping,0.1,1
238,Humanoid-v2,3899392,152.62932874762808,clipping,0.1,1
239,Humanoid-v2,3915776,153.6878883843212,clipping,0.1,1
240,Humanoid-v2,3932160,152.2301944971537,clipping,0.1,1
241,Humanoid-v2,3948544,154.074541146833,clipping,0.1,1
242,Humanoid-v2,3964928,154.49718090211132,clipping,0.1,1
243,Humanoid-v2,3981312,154.80447675818883,clipping,0.1,1
244,Humanoid-v2,3997696,155.36186835106383,clipping,0.1,1
245,Humanoid-v2,4014080,158.04635211614172,clipping,0.1,1
246,Humanoid-v2,4030464,157.69265717092338,clipping,0.1,1
247,Humanoid-v2,4046848,156.54736328125,clipping,0.1,1
248,Humanoid-v2,4063232,158.7665550595238,clipping,0.1,1
249,Humanoid-v2,4079616,159.18114749005963,clipping,0.1,1
250,Humanoid-v2,4096000,159.44951444223108,clipping,0.1,1
251,Humanoid-v2,4112384,157.92435589250493,clipping,0.1,1
252,Humanoid-v2,4128768,159.36435507968127,clipping,0.1,1
253,Humanoid-v2,4145152,159.16008663366335,clipping,0.1,1
254,Humanoid-v2,4161536,159.7151010479042,clipping,0.1,1
255,Humanoid-v2,4177920,156.88999816536204,clipping,0.1,1
256,Humanoid-v2,4194304,160.67470879258516,clipping,0.1,1
257,Humanoid-v2,4210688,161.95021508097167,clipping,0.1,1
258,Humanoid-v2,4227072,162.3749049188641,clipping,0.1,1
259,Humanoid-v2,4243456,160.5925625,clipping,0.1,1
260,Humanoid-v2,4259840,160.212359375,clipping,0.1,1
261,Humanoid-v2,4276224,162.48012804259636,clipping,0.1,1
262,Humanoid-v2,4292608,161.1063411720322,clipping,0.1,1
263,Humanoid-v2,4308992,162.15299215587044,clipping,0.1,1
264,Humanoid-v2,4325376,162.8748888465447,clipping,0.1,1
265,Humanoid-v2,4341760,161.91022756085192,clipping,0.1,1
266,Humanoid-v2,4358144,164.72768775720164,clipping,0.1,1
267,Humanoid-v2,4374528,164.73365012886597,clipping,0.1,1
268,Humanoid-v2,4390912,165.30697959710744,clipping,0.1,1
269,Humanoid-v2,4407296,164.23918762833677,clipping,0.1,1
270,Humanoid-v2,4423680,166.98699554507337,clipping,0.1,1
271,Humanoid-v2,4440064,165.46030667701862,clipping,0.1,1
272,Humanoid-v2,4456448,167.68287158613447,clipping,0.1,1
273,Humanoid-v2,4472832,165.1988313533058,clipping,0.1,1
274,Humanoid-v2,4489216,166.62804997390396,clipping,0.1,1
275,Humanoid-v2,4505600,167.75507155987395,clipping,0.1,1
276,Humanoid-v2,4521984,165.61214665456433,clipping,0.1,1
277,Humanoid-v2,4538368,168.65208773784354,clipping,0.1,1
278,Humanoid-v2,4554752,168.42236946202533,clipping,0.1,1
279,Humanoid-v2,4571136,166.45565305323592,clipping,0.1,1
280,Humanoid-v2,4587520,164.80047456095042,clipping,0.1,1
281,Humanoid-v2,4603904,170.0998967217484,clipping,0.1,1
282,Humanoid-v2,4620288,171.00962701612903,clipping,0.1,1
283,Humanoid-v2,4636672,169.36765292553193,clipping,0.1,1
284,Humanoid-v2,4653056,169.25348328025478,clipping,0.1,1
285,Humanoid-v2,4669440,170.38469885149573,clipping,0.1,1
286,Humanoid-v2,4685824,168.6419793868922,clipping,0.1,1
287,Humanoid-v2,4702208,166.6364408995816,clipping,0.1,1
288,Humanoid-v2,4718592,170.0551039445629,clipping,0.1,1
289,Humanoid-v2,4734976,169.46811969214437,clipping,0.1,1
290,Humanoid-v2,4751360,169.12764830508473,clipping,0.1,1
291,Humanoid-v2,4767744,169.97784242021277,clipping,0.1,1
292,Humanoid-v2,4784128,172.46174743520518,clipping,0.1,1
293,Humanoid-v2,4800512,171.04503479657387,clipping,0.1,1
294,Humanoid-v2,4816896,168.40344212473573,clipping,0.1,1
295,Humanoid-v2,4833280,174.3838747258772,clipping,0.1,1
296,Humanoid-v2,4849664,171.15968682939913,clipping,0.1,1
297,Humanoid-v2,4866048,173.4791949728261,clipping,0.1,1
298,Humanoid-v2,4882432,171.173517972103,clipping,0.1,1
299,Humanoid-v2,4898816,172.42464826839827,clipping,0.1,1
300,Humanoid-v2,4915200,171.65124932650863,clipping,0.1,1
301,Humanoid-v2,4931584,170.7352803111588,clipping,0.1,1
302,Humanoid-v2,4947968,171.78286987041037,clipping,0.1,1
303,Humanoid-v2,4964352,172.82672930283223,clipping,0.1,1
304,Humanoid-v2,4980736,171.94125405844156,clipping,0.1,1
305,Humanoid-v2,4997120,173.48655364923746,clipping,0.1,1
306,Humanoid-v2,5013504,174.90911115679825,clipping,0.1,1
307,Humanoid-v2,5029888,172.70371813991324,clipping,0.1,1
308,Humanoid-v2,5046272,175.28756208609272,clipping,0.1,1
309,Humanoid-v2,5062656,172.64070991847825,clipping,0.1,1
310,Humanoid-v2,5079040,174.05078979759298,clipping,0.1,1
311,Humanoid-v2,5095424,172.2442798326134,clipping,0.1,1
312,Humanoid-v2,5111808,174.69591346153845,clipping,0.1,1
313,Humanoid-v2,5128192,173.34009850543478,clipping,0.1,1
314,Humanoid-v2,5144576,175.58447157836645,clipping,0.1,1
315,Humanoid-v2,5160960,175.33351115088107,clipping,0.1,1
316,Humanoid-v2,5177344,175.6546324339207,clipping,0.1,1
317,Humanoid-v2,5193728,175.74816786504425,clipping,0.1,1
318,Humanoid-v2,5210112,174.2832672319475,clipping,0.1,1
319,Humanoid-v2,5226496,175.68094646799116,clipping,0.1,1
320,Humanoid-v2,5242880,175.71665060572687,clipping,0.1,1
321,Humanoid-v2,5259264,175.28751717032966,clipping,0.1,1
322,Humanoid-v2,5275648,174.05313861655773,clipping,0.1,1
323,Humanoid-v2,5292032,176.00559752747253,clipping,0.1,1
324,Humanoid-v2,5308416,176.3737927704194,clipping,0.1,1
325,Humanoid-v2,5324800,176.80690479490022,clipping,0.1,1
326,Humanoid-v2,5341184,176.06420736754967,clipping,0.1,1
327,Humanoid-v2,5357568,177.1948967572062,clipping,0.1,1
328,Humanoid-v2,5373952,175.1598992598684,clipping,0.1,1
329,Humanoid-v2,5390336,176.94382605088495,clipping,0.1,1
330,Humanoid-v2,5406720,176.65462886313466,clipping,0.1,1
331,Humanoid-v2,5423104,176.87039528145695,clipping,0.1,1
332,Humanoid-v2,5439488,177.80399305555557,clipping,0.1,1
333,Humanoid-v2,5455872,177.88982815964522,clipping,0.1,1
334,Humanoid-v2,5472256,178.30861984966592,clipping,0.1,1
335,Humanoid-v2,5488640,177.06967298119469,clipping,0.1,1
336,Humanoid-v2,5505024,177.24906457871396,clipping,0.1,1
337,Humanoid-v2,5521408,178.43247767857142,clipping,0.1,1
338,Humanoid-v2,5537792,180.43956801470588,clipping,0.1,1
339,Humanoid-v2,5554176,180.85566317873304,clipping,0.1,1
340,Humanoid-v2,5570560,179.64787443693695,clipping,0.1,1
341,Humanoid-v2,5586944,181.08781960227273,clipping,0.1,1
342,Humanoid-v2,5603328,179.98279138513513,clipping,0.1,1
343,Humanoid-v2,5619712,181.6752562642369,clipping,0.1,1
344,Humanoid-v2,5636096,180.8010994061086,clipping,0.1,1
345,Humanoid-v2,5652480,180.2420470505618,clipping,0.1,1
346,Humanoid-v2,5668864,183.9765445402299,clipping,0.1,1
347,Humanoid-v2,5685248,179.5454211042601,clipping,0.1,1
348,Humanoid-v2,5701632,183.1540917522831,clipping,0.1,1
349,Humanoid-v2,5718016,179.76024733744396,clipping,0.1,1
350,Humanoid-v2,5734400,183.27017631880733,clipping,0.1,1
351,Humanoid-v2,5750784,181.59095096371883,clipping,0.1,1
352,Humanoid-v2,5767168,185.45630450581396,clipping,0.1,1
353,Humanoid-v2,5783552,184.00577836981566,clipping,0.1,1
354,Humanoid-v2,5799936,184.9238642939815,clipping,0.1,1
355,Humanoid-v2,5816320,185.57788880813953,clipping,0.1,1
356,Humanoid-v2,5832704,184.32828738452656,clipping,0.1,1
357,Humanoid-v2,5849088,187.94694852941177,clipping,0.1,1
358,Humanoid-v2,5865472,188.51251105542454,clipping,0.1,1
359,Humanoid-v2,5881856,189.37422245260663,clipping,0.1,1
360,Humanoid-v2,5898240,188.04182635613208,clipping,0.1,1
361,Humanoid-v2,5914624,186.65778329439252,clipping,0.1,1
362,Humanoid-v2,5931008,187.9888340212264,clipping,0.1,1
363,Humanoid-v2,5947392,190.34600074404761,clipping,0.1,1
364,Humanoid-v2,5963776,189.43846496437055,clipping,0.1,1
365,Humanoid-v2,5980160,191.55854691247004,clipping,0.1,1
366,Humanoid-v2,5996544,188.28580114976415,clipping,0.1,1
367,Humanoid-v2,6012928,188.88143057193398,clipping,0.1,1
368,Humanoid-v2,6029312,188.69076906028369,clipping,0.1,1
369,Humanoid-v2,6045696,189.7578125,clipping,0.1,1
370,Humanoid-v2,6062080,191.36066771582733,clipping,0.1,1
371,Humanoid-v2,6078464,191.04811151079136,clipping,0.1,1
372,Humanoid-v2,6094848,191.6391110944976,clipping,0.1,1
373,Humanoid-v2,6111232,188.8870789007092,clipping,0.1,1
374,Humanoid-v2,6127616,192.67245858433736,clipping,0.1,1
375,Humanoid-v2,6144000,191.05956101190475,clipping,0.1,1
376,Humanoid-v2,6160384,191.32175164473685,clipping,0.1,1
377,Humanoid-v2,6176768,191.83872901678657,clipping,0.1,1
378,Humanoid-v2,6193152,191.24097842261904,clipping,0.1,1
379,Humanoid-v2,6209536,192.48791415662652,clipping,0.1,1
380,Humanoid-v2,6225920,191.18531846658712,clipping,0.1,1
381,Humanoid-v2,6242304,191.58501948441247,clipping,0.1,1
382,Humanoid-v2,6258688,194.6910355839416,clipping,0.1,1
383,Humanoid-v2,6275072,190.42689732142858,clipping,0.1,1
384,Humanoid-v2,6291456,192.26203801081732,clipping,0.1,1
385,Humanoid-v2,6307840,189.93826083729215,clipping,0.1,1
386,Humanoid-v2,6324224,190.87088815789474,clipping,0.1,1
387,Humanoid-v2,6340608,194.66307164634145,clipping,0.1,1
388,Humanoid-v2,6356992,192.13397686298077,clipping,0.1,1
389,Humanoid-v2,6373376,192.15363957331732,clipping,0.1,1
390,Humanoid-v2,6389760,191.6368495813397,clipping,0.1,1
391,Humanoid-v2,6406144,189.98012544536817,clipping,0.1,1
392,Humanoid-v2,6422528,195.10876375305622,clipping,0.1,1
393,Humanoid-v2,6438912,189.51577345605702,clipping,0.1,1
394,Humanoid-v2,6455296,195.9666436887255,clipping,0.1,1
395,Humanoid-v2,6471680,194.2051399026764,clipping,0.1,1
396,Humanoid-v2,6488064,192.36276355421685,clipping,0.1,1
397,Humanoid-v2,6504448,193.18250605326875,clipping,0.1,1
398,Humanoid-v2,6520832,194.05613567073172,clipping,0.1,1
399,Humanoid-v2,6537216,192.91983202179176,clipping,0.1,1
400,Humanoid-v2,6553600,195.22447020884522,clipping,0.1,1
401,Humanoid-v2,6569984,189.94236649761336,clipping,0.1,1
402,Humanoid-v2,6586368,197.66507056451613,clipping,0.1,1
403,Humanoid-v2,6602752,196.9245629641089,clipping,0.1,1
404,Humanoid-v2,6619136,196.39392361111112,clipping,0.1,1
405,Humanoid-v2,6635520,194.5570178789731,clipping,0.1,1
406,Humanoid-v2,6651904,194.60131296068795,clipping,0.1,1
407,Humanoid-v2,6668288,196.01059027777777,clipping,0.1,1
408,Humanoid-v2,6684672,196.92085009282178,clipping,0.1,1
409,Humanoid-v2,6701056,195.4062308517157,clipping,0.1,1
410,Humanoid-v2,6717440,197.13724087252476,clipping,0.1,1
411,Humanoid-v2,6733824,196.31109182098766,clipping,0.1,1
412,Humanoid-v2,6750208,195.45055282555282,clipping,0.1,1
413,Humanoid-v2,6766592,199.25450344611528,clipping,0.1,1
414,Humanoid-v2,6782976,191.60438629518072,clipping,0.1,1
415,Humanoid-v2,6799360,195.48996084152333,clipping,0.1,1
416,Humanoid-v2,6815744,198.81970703125,clipping,0.1,1
417,Humanoid-v2,6832128,192.96454035194174,clipping,0.1,1
418,Humanoid-v2,6848512,196.40270061728395,clipping,0.1,1
419,Humanoid-v2,6864896,196.86803836633663,clipping,0.1,1
420,Humanoid-v2,6881280,195.59758906633905,clipping,0.1,1
421,Humanoid-v2,6897664,197.10181451612902,clipping,0.1,1
422,Humanoid-v2,6914048,195.71894242610838,clipping,0.1,1
423,Humanoid-v2,6930432,200.58440255037783,clipping,0.1,1
424,Humanoid-v2,6946816,198.48061560150376,clipping,0.1,1
